# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "4" "-t" "exon" "-g" "gene_id" "-a" "/home/lorenzo/univ/bioinfo/refs/Gencode/Gene_Annotations/release35_GRCh37/basic/gencode.v35lift37.basic.annotation.gtf" "-o" "counts.txt" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-1.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-2.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-3.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-1.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-2.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-3.bam"
Geneid	Chr	Start	End	Strand	Length	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-1.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-2.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-3.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-1.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-2.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-3.bam
ENSG00000251513.2_8	chr5;chr5;chr5;chr5;chr5;chr5;chr5	96424779;96437463;96438730;96518712;96519209;96767448;96772257	96424908;96437836;96438798;96518944;96519373;96767604;96772921	+;+;+;+;+;+;+	1793	27	37	34	23	42	28
ENSG00000251517.1_6	chr4;chr4	42708124;42708455	42708353;42709352	+;+	1128	0	0	0	0	0	0
ENSG00000251518.1_5	chr5;chr5	37948593;37950659	37948639;37951157	+;+	546	0	0	0	0	0	0
ENSG00000251523.1_6	chr4;chr4;chr4;chr4	99417515;99417676;99421329;99430953	99417602;99417848;99421422;99431086	+;+;+;+	489	15	9	18	10	15	11
ENSG00000251526.1_7	chr4;chr4;chr4	124426434;124447518;124448339	124426536;124447656;124448680	+;+;+	584	0	0	1	0	2	0
ENSG00000251527.1_6	chr4;chr4	66724479;66725274	66724597;66725922	+;+	768	0	0	0	0	0	0
ENSG00000251532.1_8	chr5;chr5;chr5;chr5	1544222;1546874;1548424;1551619	1544331;1547080;1548591;1551825	-;-;-;-	692	2	6	3	0	4	6
ENSG00000251533.2_7	chr14;chr14;chr14	103653558;103654714;103654929	103654607;103654784;103655365	-;-;-	1558	0	0	1	0	0	0
ENSG00000251536.2_9	chr12;chr12	130336753;130339106	130338354;130339489	-;-	1986	1	0	0	0	0	0
ENSG00000251538.7_8	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	121964647;121964879;121974584;121974584;121976128;121976128;121976828;121976828;122032866;122035352;122039903;122039903;122040703;122041121;122044712;122050592;122054071;122054166;122055066;122057909;122061641;122061641;122064037;122064037;122066184;122066184	121965119;121965119;121974673;121974676;121976186;121976186;121976932;121976932;122033037;122035555;122040043;122040043;122041164;122041164;122044774;122051191;122054270;122054270;122055210;122058018;122061761;122061761;122064094;122064094;122066336;122066254	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3159	2	0	0	0	0	0
ENSG00000251542.1_5	chr5;chr5	113911738;113915002	113911822;113915667	+;+	751	0	0	0	0	0	0
ENSG00000251543.1_6	chr5;chr5	72633733;72634110	72633782;72634360	+;+	301	1	0	0	0	0	0
ENSG00000251555.1_8	chr4;chr4;chr4	132851186;132854661;132897078	132851466;132854803;132897107	-;-;-	454	0	0	0	0	0	0
ENSG00000251556.1_6	chr5;chr5;chr5	145478969;145484051;145499880	145478993;145484368;145499975	+;+;+	439	5	3	5	1	4	3
ENSG00000251562.8_6	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	65265159;65266153;65266440;65269319;65270108;65271176;65271476;65271604;65271797;65271797;65272129;65272309;65272675;65272678;65272975;65273062;65273731;65273857;65273857;65273857	65265336;65266205;65271376;65269864;65271080;65271270;65271677;65271677;65272319;65271829;65272160;65272749;65272749;65273133;65273133;65273133;65273902;65273940;65273936;65273987	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6964	141466	346388	295003	94024	385571	228735
ENSG00000251567.5_9	chr4;chr4;chr4;chr4;chr4;chr4;chr4	137039830;137041005;137094354;137182564;137182564;137202213;137316306	137040136;137041293;137094515;137182605;137182605;137202449;137316626	-;-;-;-;-;-;-	1358	0	0	0	0	0	0
ENSG00000251573.2_8	chr5;chr5;chr5;chr5;chr5	50265051;50265051;50265339;50265757;50265757	50265411;50265157;50265411;50266001;50265801	-;-;-;-;-	606	0	0	0	0	0	0
ENSG00000251574.8_11	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	103819905;103871831;103875889;103878622;103965231;103965942;103974149;104052055;104074998;104075198;104079384;104079393;104079736;104079736;104080219;104081064;104090524;104098981;104098981;104098981;104098981;104098981;104098981;104109314;104109314;104109314;104109314;104109314;104109434;104222559;104728462	103820353;103872188;103875992;103878727;103966357;103966357;103974228;104052364;104075113;104075336;104079555;104079555;104079892;104079892;104080310;104081147;104090707;104099084;104099084;104099084;104099084;104099084;104099084;104109479;104109537;104109477;104109516;104109491;104109532;104222676;104728671	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4134	0	3	7	4	4	3
ENSG00000251575.3_8	chr5;chr5;chr5	61028618;61031204;61031452	61029573;61031353;61031542	-;-;-	1197	0	0	0	0	0	0
ENSG00000251576.1_7	chr3;chr3;chr3	14389951;14390853;14392221	14390273;14390965;14394068	-;-;-	2284	0	0	0	0	1	0
ENSG00000251577.5_9	chr4;chr4;chr4;chr4;chr4	104469902;104473694;104512364;104514445;104545438	104470024;104473759;104512600;104514589;104545691	+;+;+;+;+	825	0	1	0	0	2	0
ENSG00000251580.3_9	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	6650422;6653734;6659834;6661179;6663667;6663667;6671290;6672450;6673157;6675411;6675411;6675411;6675411	6650717;6653901;6661297;6661297;6663763;6663763;6672726;6672726;6673229;6675642;6675692;6675456;6675623	-;-;-;-;-;-;-;-;-;-;-;-;-	3817	19	33	15	22	37	26
ENSG00000251584.2_8	chr4;chr4;chr4;chr4	175443768;175451245;175459283;175461467	175444081;175451407;175459363;175462198	+;+;+;+	1290	0	1	0	0	0	1
ENSG00000251586.1_8	chr4;chr4;chr4;chr4;chr4	106092511;106092744;106093573;106098749;106099120	106092557;106092888;106093735;106098829;106099220	-;-;-;-;-	537	9	9	27	15	26	22
ENSG00000251598.2_11	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	132899640;132907337;132908025;132909010;132909707;132913671;132925965;132949501;132949501;133045006;133256876;133266722	132899737;132907429;132908180;132909139;132909885;132913799;132926229;132949636;132949636;133045186;133256997;133266776	-;-;-;-;-;-;-;-;-;-;-;-	1544	0	1	0	0	0	0
ENSG00000251599.1_8	chr5;chr5	72427835;72446247	72428110;72446419	-;-	449	2	1	4	2	1	2
ENSG00000251600.8_10	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	144481280;144493566;144566238;144570379;144621410;144621887;144660128;144660128;144729467;144753713;144780169;144782295;144786156;144787124;144833466;144833484;144833484;144833693;144833693;144859020;144859020;144874788;144888241;144890405;144891578;144891578;144894263;144894263;144894263;144898393;144900073;144900073;144900284;144900949;144901003;144901003;144901003;144902939;144902939;144902939;144902939;144902939;144907934;144908343;145000088;145003311;145003311;145003634;145004188;145004244;145006355;145006355;145006355;145006355;145011054;145011179;145011179;145011179;145011179;145016450;145016450;145016450;145016450;145024469;145024469;145024469;145024469;145025169;145025169;145025169;145025169;145036329;145036329;145036329;145036329;145039393;145039393;145039393;145039393;145040902;145047076;145065270;145065270;145065270;145102714;145102714;145102714;145105513;145113732;145113732;145114373;145237963;145263311;145264140	144481301;144493734;144566308;144570458;144621444;144621993;144660270;144660270;144729523;144753768;144780268;144782399;144786225;144787229;144833526;144833791;144833602;144833791;144833791;144859076;144859076;144874843;144888332;144890532;144891691;144891687;144894404;144894404;144894404;144898615;144900135;144900221;144901105;144901105;144901105;144901105;144901105;144903179;144903069;144903607;144903398;144903427;144908035;144908584;145000191;145003379;145003379;145004345;145004345;145004345;145006459;145006459;145006459;145006459;145011284;145011284;145011284;145011284;145011284;145016527;145016527;145016527;145016527;145024667;145024667;145024667;145024667;145025248;145025248;145025248;145025248;145036382;145036382;145036382;145036382;145039515;145039515;145039515;145039515;145041636;145047512;145065368;145065368;145065368;145102878;145102878;145102878;145109520;145113805;145114063;145114502;145238028;145263504;145264902	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12927	6	3	4	5	2	11
ENSG00000251601.1_8	chr5;chr5;chr5	50225318;50229447;50230297	50225442;50229644;50230355	-;-;-	382	0	0	0	0	0	0
ENSG00000251602.7_9	chr14;chr14;chr14	105883221;105885019;105885359	105884646;105885153;105886076	-;-;-	2279	22	34	26	16	39	35
ENSG00000251604.1_5	chr5;chr5	72747323;72749049	72747930;72749220	+;+	780	7	7	13	9	7	11
ENSG00000251611.1_8	chr4;chr4	152328703;152329787	152328859;152329987	-;-	358	4	8	7	5	5	11
ENSG00000251613.4_10	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	71982939;71985551;71985735;71986350;71986350;71989378;71989378;72057442;72057442;72058437;72066455;72067442	71983383;71985782;71985782;71986531;71986531;71989609;71989609;72057497;72057492;72058751;72066693;72067560	-;-;-;-;-;-;-;-;-;-;-;-	1820	0	1	0	1	0	2
ENSG00000251615.3_8	chr4	8356817	8360065	-	3249	27	31	24	32	34	53
ENSG00000251616.1_8	chr5;chr5	132446747;132449951	132447207;132450167	-;-	678	1	0	0	0	2	2
ENSG00000251619.1_7	chr4;chr4;chr4	189697811;189705067;189706450	189697921;189705165;189706665	+;+;+	426	0	0	0	0	0	0
ENSG00000251620.3_9	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	98287832;98287836;98288077;98360505;98360505;98360505;98362561;98362561;98362561;98384646;98384696;98393795;98410925;98410925;98411147;98411147	98288139;98288139;98288139;98360572;98360572;98360572;98362710;98362710;98362710;98384743;98384743;98395337;98410963;98410963;98411315;98413050	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4110	5	0	5	4	1	1
ENSG00000251621.1_10	chr2;chr2	162280526;162284952	162280751;162285285	+;+	560	0	0	0	0	0	0
ENSG00000251629.7_9	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	20611930;20611940;20611948;20611949;20611963;20612934;20616288;20616487;20616489;20616494;20616499;20616499;20616505;20616507;20616508;20616511;20616523;20660821;20660821;20660821;20660821;20660821;20660821;20660821;20660821;20660821;20660821;20660821;20660821;20660821;20660821;20660821;20660821;20670676;20670676;20670676;20699838;20705830;20737061;20737064;20737064;20737064;20737064;20737064;20737064;20737064;20737064;20737179;20749633;20749633;20751673;20752431;20807962;20807962;20807962;20807962;20807962;20807962;20807962;20807962;20807962;20807962;20807962;20807962;20807962;20807962;20807962;20814438;20814438;20814438;20814438;20814438;20814438;20814438;20825203;20838543;20838546;20852167;20852167;20852167;20879475;20895592;20895592;20895592;20895592;20895592;20895592;20895592;20895592;20895592;20895592;20895592;20895592;20895592;20895592;20895592;20932992;20932992;20932992;20932992;20932992;20932992;20932992;20932992;20932992;20932992;20932992;20932992;20932992;20932992;20932992;20934284;20935041;20935041;20935041;20935041;20935041;20935041;20935041;20935041;20935041;20935041;20935041;20935041;20935041;20935041;20935041;20935487;20936260;20936260;20936260;20936260;20936260;20936260;20936260;20936260;20936260;20936260;20936260;20936260;20936260;20936260;20936260;20936558;20936896;20936920;20936920;20936920;20936920;20936920;20936928;20936928;20936928;20936928;20937288;20937288;20937288;20937668;20937668;20937668;20937668;20937668;20937668;20937668;20937668	20612094;20612094;20612094;20612094;20612094;20612982;20616401;20616589;20616589;20616589;20616589;20616589;20616589;20616589;20616589;20616589;20616589;20660877;20660877;20660877;20660877;20660877;20660877;20660877;20660877;20660877;20660877;20660877;20660877;20660877;20660877;20660877;20660877;20670720;20670720;20670720;20699964;20705926;20737210;20737210;20737210;20737210;20737210;20737254;20737210;20737210;20737210;20737210;20749716;20749716;20751953;20752876;20808022;20807974;20808022;20808022;20808022;20808022;20808022;20808022;20808022;20808022;20808022;20808022;20808022;20808022;20808022;20814507;20814507;20814507;20814507;20814507;20814507;20814507;20826012;20838596;20838596;20852212;20852212;20852212;20880082;20895676;20895676;20895676;20895676;20895676;20895676;20895676;20895676;20895676;20895676;20895676;20895676;20895676;20895676;20895676;20933089;20933089;20933089;20933089;20933089;20933089;20933089;20933089;20933089;20933089;20933089;20933089;20933089;20933089;20933089;20934353;20935148;20935148;20935148;20935148;20935148;20935148;20935148;20935148;20935148;20935148;20935148;20935148;20935148;20935148;20935148;20935575;20936821;20936821;20936892;20936821;20936821;20936895;20936894;20936894;20936821;20937466;20936821;20936821;20936821;20936450;20936821;20936821;20937093;20937482;20937366;20937366;20937093;20937093;20937093;20937366;20937802;20937093;20937366;20937366;20937366;20937802;20937806;20937909;20937804;20937800;20937798;20937802;20937798	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5511	2	2	4	3	4	6
ENSG00000251632.1_5	chr4;chr4	138466885;138522401	138466964;138524584	+;+	2264	0	0	0	0	0	0
ENSG00000251635.2_8	chr4;chr4;chr4;chr4	38565624;38567458;38570708;38572073	38565737;38567650;38570873;38573643	+;+;+;+	2044	0	0	0	0	0	0
ENSG00000251636.1_8	chr4;chr4	101733412;101735371	101733825;101735437	-;-	481	0	0	0	0	1	0
ENSG00000251637.6_9	chr11;chr11;chr11;chr11;chr11	67653967;67654061;67655624;67655624;67673481	67654160;67654160;67655795;67658816;67673821	+;+;+;+;+	3728	0	0	0	0	1	0
ENSG00000251642.1_6	chr4;chr4	38288615;38288782	38288650;38289112	+;+	367	0	0	0	0	0	0
ENSG00000251649.2_8	chr4;chr4;chr4;chr4	126985308;126988468;126991863;126992966	126985355;126988575;126991968;126994525	+;+;+;+	1822	0	0	0	0	0	0
ENSG00000251652.1_7	chr4;chr4;chr4	1107427;1126117;1126497	1107540;1126228;1126738	+;+;+	468	0	0	0	0	0	0
ENSG00000251654.2_9	chr5;chr5;chr5;chr5;chr5	25219082;25224892;25244747;25284819;25298637	25219158;25225038;25244872;25284941;25298721	-;-;-;-;-	558	29	25	30	22	53	45
ENSG00000251660.1_7	chr7;chr7	30197147;30198602	30197211;30199150	+;+	614	0	0	0	0	0	0
ENSG00000251661.3_9	chr11;chr11;chr11;chr11	318653;318672;324111;324575	318746;318746;325069;325631	+;+;+;+	1615	4	2	6	2	6	9
ENSG00000251665.1_6	chr17;chr17;chr17;chr17	49021465;49021475;49024759;49025410	49021561;49021561;49025188;49026111	+;+;+;+	1229	0	1	1	0	1	1
ENSG00000251666.1_6	chr5;chr5	176478715;176479395	176478889;176479964	+;+	745	16	12	17	12	7	6
ENSG00000251670.1_7	chr5;chr5;chr5;chr5	174178307;174274613;174275968;174277470	174178356;174274726;174276001;174277728	+;+;+;+	457	0	0	0	0	0	0
ENSG00000251675.1_6	chr5;chr5;chr5	79424184;79424746;79439373	79424238;79425020;79439706	+;+;+	664	2	1	3	1	1	2
ENSG00000251676.2_8	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	132648742;132671237;132693692;132694721;132694721;132695435;132695435;132695748;132695748;132698218;132712365	132648988;132671358;132694847;132694847;132695524;132695524;132695524;132695873;132696191;132698413;132712642	+;+;+;+;+;+;+;+;+;+;+	3120	3	1	5	4	4	3
ENSG00000251678.1_6	chr5;chr5	7344692;7345746	7344966;7346034	+;+	564	0	0	0	0	1	0
ENSG00000251679.1_7	chr4;chr4;chr4	14136560;14144023;14144916	14136617;14144120;14145216	+;+;+	457	6	0	3	6	3	3
ENSG00000251680.6_9	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	128836054;128931569;129070636;129070636;129098186;129098200;129098200;129105633;129116021;129235154;129235154;129235154;129241273;129241273;129241273;129241539	128836280;128934779;129070755;129070755;129098362;129098362;129098362;129109133;129116174;129235202;129235202;129235202;129241305;129241365;129241354;129241610	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7604	0	1	3	1	0	0
ENSG00000251687.1_6	chr4;chr4;chr4	146754270;146756125;146760301	146754309;146756446;146760732	+;+;+	794	11	6	14	4	5	8
ENSG00000251688.2_8	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	148488758;148490604;148491940;148491940;148493833;148493833;148494361;148494368;148496595;148499883;148499883;148507281;148515417	148488860;148491210;148492082;148492082;148493952;148493952;148494458;148494458;148496717;148500007;148500007;148507560;148515739	+;+;+;+;+;+;+;+;+;+;+;+;+	1922	0	0	2	0	1	2
ENSG00000251867.4_9	chr8;chr8	81396796;81398428	81397960;81398934	-;-	1672	3	7	4	3	4	4
ENSG00000252690.3_6	chr15	83421636	83425960	+	4325	25	48	50	45	60	55
ENSG00000253100.2_8	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	25450713;25487691;25528101;25528812;25543323;25543342;25544025;25544025;25544025;25544025;25544694;25545443;25545519;25545925;25545925	25450842;25487885;25528200;25529202;25543428;25543428;25544102;25544345;25545041;25544582;25544803;25545625;25545610;25546061;25546302	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2500	0	0	0	0	0	0
ENSG00000253102.1_9	chr17;chr17	48473799;48474601	48473864;48475249	+;+	715	0	0	0	0	0	0
ENSG00000253103.2_9	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	112105492;112110727;112110969;112125661;112125661;112128764;112133495;112180925;112194684;112195743;112196802;112198623;112240644;112240644;112248311;112248311;112248311;112248311;112248311	112105727;112110827;112111090;112125749;112125749;112128829;112133561;112181712;112195964;112195964;112196897;112198708;112240801;112240801;112248419;112248427;112248408;112248419;112248432	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3212	0	0	0	0	0	0
ENSG00000253104.1_9	chr5;chr5;chr5	22139356;22141275;22141518	22139709;22141361;22141577	-;-;-	501	0	0	0	0	0	0
ENSG00000253105.6_9	chr8;chr8;chr8	97383028;97398201;97399332	97384458;97398278;97399666	-;-;-	1844	0	0	0	0	0	0
ENSG00000253106.1_6	chr8;chr8	125500751;125503303	125502523;125503884	+;+	2355	28	24	36	24	18	32
ENSG00000253108.1_6	chr8;chr8;chr8;chr8;chr8	34085957;34086939;34154777;34197578;34204103	34086030;34087066;34154856;34197730;34204249	+;+;+;+;+	582	0	0	0	0	0	0
ENSG00000253110.1_6	chr5;chr5	171200656;171201346	171200962;171201743	+;+	705	0	0	0	0	0	0
ENSG00000253111.2_9	chr8;chr8;chr8;chr8;chr8;chr8;chr8	126479181;126485378;126498922;126534929;126542183;126553152;126553443	126479275;126485556;126499201;126535255;126542847;126553334;126553615	+;+;+;+;+;+;+	1902	0	0	0	0	0	1
ENSG00000253112.1_6	chr8;chr8	30454431;30454769	30454556;30455049	+;+	407	8	13	32	17	17	14
ENSG00000253115.1_6	chr8;chr8	75015751;75018902	75016101;75018979	+;+	429	0	0	0	0	0	1
ENSG00000253116.1_8	chr8;chr8;chr8;chr8	59004001;59011483;59013428;59018765	59004183;59011696;59013566;59018853	-;-;-;-	625	2	1	2	1	0	2
ENSG00000253121.1_6	chr8;chr8	63936931;63937807	63937550;63937853	+;+	667	6	7	7	4	2	4
ENSG00000253122.1_6	chr8;chr8;chr8	111621470;111639595;111644580	111621535;111639686;111644623	+;+;+	202	0	0	0	0	0	0
ENSG00000253123.4_9	chr8;chr8	37184124;37189285	37188684;37189509	-;-	4786	0	0	0	0	0	0
ENSG00000253125.1_6	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	22547663;22602107;22603083;22605016;22605039;22612324;22613241;22614477;22656049	22547826;22602254;22603214;22605083;22605083;22612375;22613521;22615705;22656129	+;+;+;+;+;+;+;+;+	2155	2	0	3	3	1	1
ENSG00000253130.2_9	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	8418896;8422127;8422158;8426697;8426697;8426697;8427180;8431228;8431298	8419044;8422213;8422213;8428175;8426924;8427326;8427326;8431543;8431548	+;+;+;+;+;+;+;+;+	2036	1	1	1	1	4	5
ENSG00000253133.2_10	chr8;chr8;chr8;chr8	41367112;41391206;41394590;41435825	41370064;41391929;41394829;41435940	-;-;-;-	4033	20	9	8	17	12	12
ENSG00000253134.1_6	chr5;chr5	157702719;157705666	157702908;157705821	+;+	346	0	0	0	0	0	0
ENSG00000253138.5_5	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	67104328;67104346;67104350;67104944;67105068;67105068;67105493;67105493;67105493;67105497;67106647;67108251;67108960	67104433;67105202;67104433;67105202;67105202;67105206;67105546;67105546;67105532;67105522;67106750;67108625;67109550	+;+;+;+;+;+;+;+;+;+;+;+;+	2003	0	2	0	0	0	0
ENSG00000253139.1_9	chr8;chr8;chr8;chr8;chr8	57449317;57449616;57451148;57452948;57452948	57449762;57449762;57451453;57453056;57452993	-;-;-;-;-	861	0	0	0	0	0	0
ENSG00000253140.2_9	chr8;chr8;chr8	49428412;49429618;49430560	49428913;49429774;49430717	-;-;-	817	0	0	1	0	0	2
ENSG00000253141.2_8	chr5;chr5;chr5;chr5;chr5;chr5	172890487;172894257;172896472;172896685;172904402;172911251	172890747;172894351;172897854;172896720;172904480;172911587	+;+;+;+;+;+	2155	20	8	33	19	16	12
ENSG00000253142.1_9	chr8;chr8	22752947;22755230	22753747;22755326	-;-	898	0	0	0	0	1	0
ENSG00000253143.3_8	chr8;chr8	71383347;71392156	71383379;71392858	-;-	736	0	0	0	0	0	0
ENSG00000253147.5_7	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	20810638;20811153;20811352;20811352;20813196;20813196;20820292;20820292;20826298	20811007;20811204;20811590;20811586;20813345;20813345;20820412;20820406;20826415	+;+;+;+;+;+;+;+;+	1050	0	0	0	0	0	0
ENSG00000253154.2_8	chr8;chr8;chr8;chr8;chr8;chr8	86851934;86898164;86901752;86901808;86920542;86963073	86852014;86898223;86901882;86901882;86920842;86963312	+;+;+;+;+;+	813	0	0	0	0	0	0
ENSG00000253161.5_9	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	37278859;37288650;37289267;37308281;37330596;37330596;37333360;37333360;37350956;37386615;37388830;37411540	37279087;37288694;37289305;37308366;37330728;37330728;37333530;37333530;37351431;37386708;37388916;37411701	-;-;-;-;-;-;-;-;-;-;-;-	1522	160	82	111	172	99	71
ENSG00000253162.1_9	chr8;chr8	3230875;3232662	3231250;3232748	-;-	463	0	0	0	0	0	0
ENSG00000253163.1_8	chr5;chr5	178804532;178805537	178804929;178805762	-;-	624	0	1	1	0	0	1
ENSG00000253164.5_6	chr8;chr8;chr8;chr8;chr8	20207767;20217237;20221115;20227961;20230037	20207906;20217291;20221341;20228053;20230280	+;+;+;+;+	759	0	0	0	0	0	0
ENSG00000253165.1_9	chr8;chr8;chr8	134787794;134789213;134789542	134788634;134789358;134789595	-;-;-	1041	0	0	0	0	0	0
ENSG00000253167.1_6	chr8;chr8	126052926;126056741	126053021;126057231	+;+	587	4	3	5	4	3	1
ENSG00000253168.1_6	chr8;chr8	17561497;17563157	17561691;17563696	+;+	735	6	6	14	4	10	10
ENSG00000253170.1_6	chr4;chr4	98041852;98055751	98041916;98056210	+;+	525	0	0	1	1	0	0
ENSG00000253171.1_6	chr8;chr8;chr8;chr8;chr8;chr8	88986393;89015955;89022371;89022745;89024312;89031284	88986535;89016031;89022434;89022931;89024429;89031341	+;+;+;+;+;+	647	1	0	0	0	0	0
ENSG00000253172.1_8	chr5;chr5	172571165;172571963	172571580;172572042	-;-	496	2	3	3	2	1	1
ENSG00000253174.2_10	chr8;chr8;chr8;chr8	41397900;41399566;41401475;41402024	41397929;41399635;41402288;41402563	-;-;-;-	1189	18	9	16	14	11	12
