GO:0070060	'de_novo'_actin_filament_nucleation
GO:1900538	obsolete_positive_regulation_of_glucose_homeostasis
GO:2001275	obsolete_positive_regulation_of_glucose_import_in_response_to_insulin_stimulus
GO:0035959	obsolete_positive_regulation_of_glyoxylate_cycle_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0044128	obsolete_positive_regulation_of_growth_of_symbiont_in_host
GO:0044148	obsolete_positive_regulation_of_growth_of_symbiont_involved_in_interaction_with_host
GO:0044142	obsolete_positive_regulation_of_growth_of_symbiont_on_or_near_host_surface
GO:0075339	obsolete_positive_regulation_of_growth_or_development_of_symbiont_during_interaction_with_host
GO:0033666	obsolete_positive_regulation_of_growth_or_development_of_symbiont_in_host
GO:0075337	obsolete_positive_regulation_of_growth_or_development_of_symbiont_on_or_near_host_surface
GO:0033126	obsolete_positive_regulation_of_gtp_catabolic_process
GO:0036207	obsolete_positive_regulation_of_histone_gene_expression
GO:2000500	obsolete_positive_regulation_of_induction_of_apoptosis_in_response_to_chemical_stimulus
GO:1902353	obsolete_positive_regulation_of_induction_of_conjugation_with_cellular_fusion_by_negative_regulation_of_transcription_from_rna_polymerase_ii_promoter_by_pheromones
GO:1904788	obsolete_positive_regulation_of_induction_of_conjugation_with_cellular_fusion_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:1990894	obsolete_positive_regulation_of_induction_of_conjugation_with_cellular_fusion_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0023011	obsolete_positive_regulation_of_initiation_of_t_cell_receptor_signaling
GO:1900375	obsolete_positive_regulation_of_inositol_biosynthetic_process_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100015	obsolete_positive_regulation_of_inositol_biosynthetic_process_by_transcription_from_rna_polymerase_ii_promoter
GO:0045826	obsolete_positive_regulation_of_intermediate_filament_polymerization_and/or_depolymerization
GO:1905926	obsolete_positive_regulation_of_invadopodium_assembly
GO:1905929	obsolete_positive_regulation_of_invadopodium_disassembly
GO:0036095	obsolete_positive_regulation_of_invasive_growth_in_response_to_glucose_limitation_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0075063	obsolete_positive_regulation_of_invasive_hypha_growth
GO:0045716	obsolete_positive_regulation_of_low_density_lipoprotein_particle_receptor_biosynthetic_process
GO:1903485	obsolete_positive_regulation_of_maintenance_of_mitotic_actomyosin_contractile_ring_localization
GO:1901637	obsolete_positive_regulation_of_maintenance_of_presynaptic_active_zone_structure
GO:0075172	obsolete_positive_regulation_of_map_kinase_mediated_signal_transduction_in_response_to_host
GO:1904922	obsolete_positive_regulation_of_mapk_cascade_involved_in_axon_regeneration
GO:1900423	obsolete_positive_regulation_of_mating_type_switching_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:1900374	obsolete_positive_regulation_of_mating_type_switching_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100014	obsolete_positive_regulation_of_mating_type_switching_by_transcription_from_rna_polymerase_ii_promoter
GO:1990278	obsolete_positive_regulation_of_mbf_transcription_factor_activity
GO:0100051	obsolete_positive_regulation_of_meiotic_nuclear_division_by_transcription_from_rna_polymerase_ii_promoter
GO:1905250	obsolete_positive_regulation_of_memory
GO:1903694	obsolete_positive_regulation_of_mitotic_g1_cell_cycle_arrest_in_response_to_nitrogen_starvation
GO:0035416	obsolete_positive_regulation_of_mitotic_prometaphase
GO:1904722	obsolete_positive_regulation_of_mrna_endonucleolytic_cleavage_involved_in_unfolded_protein_response
GO:1990094	obsolete_positive_regulation_of_n_methyl_d_aspartate_receptor_clustering
GO:0003079	obsolete_positive_regulation_of_natriuresis
GO:0003107	obsolete_positive_regulation_of_natriuresis_by_angiotensin
GO:0014918	obsolete_positive_regulation_of_natriuresis_by_pressure_natriuresis
GO:0097606	obsolete_positive_regulation_of_nuclear_envelope_permeability
GO:2000327	obsolete_positive_regulation_of_nuclear_receptor_transcription_coactivator_activity
GO:0035951	obsolete_positive_regulation_of_oligopeptide_transport_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0010670	obsolete_positive_regulation_of_oxygen_and_reactive_oxygen_species_metabolic_process
GO:0061424	obsolete_positive_regulation_of_peroxisome_organization_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100004	obsolete_positive_regulation_of_peroxisome_organization_by_transcription_from_rna_polymerase_ii_promoter
GO:1900546	obsolete_positive_regulation_of_phenotypic_switching_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100058	obsolete_positive_regulation_of_phenotypic_switching_by_transcription_from_rna_polymerase_ii_promoter
GO:1900472	obsolete_positive_regulation_of_phosphatidylcholine_biosynthetic_process_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100048	obsolete_positive_regulation_of_phosphatidylcholine_biosynthetic_process_by_transcription_from_rna_polymerase_ii_promoter
GO:1900525	obsolete_positive_regulation_of_phosphatidylserine_biosynthetic_process_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100055	obsolete_positive_regulation_of_phosphatidylserine_biosynthetic_process_by_transcription_from_rna_polymerase_ii_promoter
GO:1900413	obsolete_positive_regulation_of_phospholipid_biosynthetic_process_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100032	obsolete_positive_regulation_of_phospholipid_biosynthetic_process_by_transcription_from_rna_polymerase_ii_promoter
GO:0007360	obsolete_positive_regulation_of_posterior_gap_gene_transcription
GO:1902887	obsolete_positive_regulation_of_proteasome_activating_atpase_activity
GO:0033160	obsolete_positive_regulation_of_protein_import_into_nucleus,_translocation
GO:1903994	obsolete_positive_regulation_of_protein_stabilization
GO:0100041	obsolete_positive_regulation_of_pseudohyphal_growth_by_transcription_from_rna_polymerase_ii_promoter
GO:1900418	obsolete_positive_regulation_of_purine_nucleotide_biosynthetic_process_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100036	obsolete_positive_regulation_of_purine_nucleotide_biosynthetic_process_by_transcription_from_rna_polymerase_ii_promoter
GO:1904001	obsolete_positive_regulation_of_pyrimidine_containing_compound_salvage_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:1990652	obsolete_positive_regulation_of_pyrimidine_containing_compound_salvage_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100068	obsolete_positive_regulation_of_pyrimidine_containing_compound_salvage_by_transcription_from_rna_polymerase_ii_promoter
GO:0010870	obsolete_positive_regulation_of_receptor_biosynthetic_process
GO:1905567	obsolete_positive_regulation_of_receptor_mediated_endocytosis_of_low_density_lipoprotein_particle_involved_in_cholesterol_transport
GO:0075151	obsolete_positive_regulation_of_receptor_mediated_signal_transduction_in_response_to_host
GO:0045866	obsolete_positive_regulation_of_recombination_within_rdna_repeats
GO:2000530	obsolete_positive_regulation_of_regulation_of_insulin_secretion_involved_in_cellular_response_to_glucose_stimulus
GO:2000135	obsolete_positive_regulation_of_regulation_of_secondary_heart_field_cardioblast_proliferation
GO:1990848	obsolete_positive_regulation_of_removal_of_reactive_oxygen_species
GO:0003082	obsolete_positive_regulation_of_renal_output_by_angiotensin
GO:0045872	obsolete_positive_regulation_of_rhodopsin_gene_expression
GO:2000688	obsolete_positive_regulation_of_rubidium_ion_transmembrane_transporter_activity
GO:2000682	obsolete_positive_regulation_of_rubidium_ion_transport
GO:2001219	obsolete_positive_regulation_of_s/g2_transition_of_mitotic_cell_cycle
GO:0045750	obsolete_positive_regulation_of_s_phase_of_mitotic_cell_cycle
GO:0075148	obsolete_positive_regulation_of_signal_transduction_in_response_to_host
GO:0100003	obsolete_positive_regulation_of_sodium_ion_transport_by_transcription_from_rna_polymerase_ii_promoter
GO:0090072	obsolete_positive_regulation_of_sodium_ion_transport_via_voltage_gated_sodium_channel_activity
GO:0075232	obsolete_positive_regulation_of_spore_movement_on_or_near_host
GO:1900203	obsolete_positive_regulation_of_spread_of_virus_in_host,_cell_to_cell
GO:1901488	obsolete_positive_regulation_of_srebp_signaling_pathway_by_negative_regulation_of_transcription_factor_catabolic_process
GO:1901489	obsolete_positive_regulation_of_srebp_signaling_pathway_by_negative_regulation_of_transcription_factor_catabolic_process_in_response_to_decreased_oxygen_levels
GO:0100062	obsolete_positive_regulation_of_srebp_signaling_pathway_by_transcription_factor_catabolic_process
GO:0035957	obsolete_positive_regulation_of_starch_catabolic_process_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0035969	obsolete_positive_regulation_of_sterol_import_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:1900478	obsolete_positive_regulation_of_sulfate_assimilation_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100053	obsolete_positive_regulation_of_sulfate_assimilation_by_transcription_from_rna_polymerase_ii_promoter
GO:0100006	obsolete_positive_regulation_of_sulfite_transport_by_transcription_from_rna_polymerase_ii_promoter
GO:0045885	obsolete_positive_regulation_of_survival_gene_product_expression
GO:0075335	obsolete_positive_regulation_of_symbiont_adenylate_cyclase_mediated_signal_transduction_in_response_to_host
GO:0075050	obsolete_positive_regulation_of_symbiont_cell_wall_strengthening_involved_in_entry_into_host
GO:0075169	obsolete_positive_regulation_of_symbiont_protein_kinase_mediated_signal_transduction_in_response_to_host
GO:0007363	obsolete_positive_regulation_of_terminal_gap_gene_transcription
GO:0045566	obsolete_positive_regulation_of_trail_receptor_1_biosynthetic_process
GO:0045568	obsolete_positive_regulation_of_trail_receptor_2_biosynthetic_process
GO:0045564	obsolete_positive_regulation_of_trail_receptor_biosynthetic_process
GO:0045897	obsolete_positive_regulation_of_transcription_during_mitotic_cell_cycle
GO:0042993	obsolete_positive_regulation_of_transcription_factor_import_into_nucleus
GO:0036283	obsolete_positive_regulation_of_transcription_factor_import_into_nucleus_in_response_to_oxidative_stress
GO:0046018	obsolete_positive_regulation_of_transcription_from_rna_polymerase_i_promoter_during_mitotic_cell_cycle
GO:0046022	obsolete_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter_during_mitotic_cell_cycle
GO:0061401	obsolete_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter_in_response_to_a_hypotonic_environment
GO:0061397	obsolete_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter_in_response_to_copper_ion
GO:0061404	obsolete_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter_in_response_to_increased_salt
GO:0061393	obsolete_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter_in_response_to_osmotic_stress
GO:0036251	obsolete_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter_in_response_to_salt_stress
GO:0097236	obsolete_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter_in_response_to_zinc_ion_starvation
GO:1900061	obsolete_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter_involved_in_calcium_mediated_signaling
GO:1901244	obsolete_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter_involved_in_defense_response_to_fungus
GO:0090412	obsolete_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter_involved_in_fatty_acid_biosynthetic_process
GO:1901226	obsolete_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter_involved_in_heart_development
GO:1904080	obsolete_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter_involved_in_neuron_fate_specification
GO:0046024	obsolete_positive_regulation_of_transcription_from_rna_polymerase_iii_promoter_during_mitotic_cell_cycle
GO:2000745	obsolete_positive_regulation_of_transcription_from_rna_polymerase_iii_promoter_involved_in_smooth_muscle_cell_differentiation
GO:0090418	obsolete_positive_regulation_of_transcription_involved_in_s_phase_of_mitotic_cell_cycle
GO:0045889	obsolete_positive_regulation_of_transcription_of_homeotic_gene_(polycomb_group)
GO:0006339	obsolete_positive_regulation_of_transcription_of_homeotic_gene_(trithorax_group)
GO:0090047	obsolete_positive_regulation_of_transcription_regulator_activity
GO:0070323	obsolete_positive_regulation_of_translation_in_response_to_nitrogen_starvation
GO:0075212	obsolete_positive_regulation_of_transmembrane_receptor_mediated_camp_signal_transduction_in_response_to_host
GO:0075154	obsolete_positive_regulation_of_transmembrane_receptor_mediated_signal_transduction_in_response_to_host
GO:0048517	obsolete_positive_regulation_of_trichome_initiation_(sensu_magnoliophyta)
GO:1904165	obsolete_positive_regulation_of_triglyceride_homeostasis
GO:1901644	obsolete_positive_regulation_of_trna_methylation_in_response_to_nitrogen_starvation
GO:0051441	obsolete_positive_regulation_of_ubiquitin_protein_ligase_activity_involved_in_meiotic_cell_cycle
GO:0051437	obsolete_positive_regulation_of_ubiquitin_protein_ligase_activity_involved_in_regulation_of_mitotic_cell_cycle_transition
GO:0036083	obsolete_positive_regulation_of_unsaturated_fatty_acid_biosynthetic_process_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0075236	obsolete_positive_regulation_of_zoospore_movement_on_or_near_host
GO:0019025	obsolete_positive_sense_viral_genome
GO:0008159	obsolete_positive_transcription_elongation_factor_activity
GO:0045297	obsolete_post_mating_behavior
GO:0016551	obsolete_posttranscriptional_insertion_or_deletion_editing
GO:0036097	obsolete_pre_mirna_3'_end_processing
GO:0030363	obsolete_pre_mrna_cleavage_factor_activity
GO:0008248	obsolete_pre_mrna_splicing_factor_activity
GO:1990128	obsolete_pre_primosome_complex_involved_in_replication_initiation
GO:1990129	obsolete_pre_primosome_complex_involved_in_replication_restart
GO:0002120	obsolete_predatory_behavior
GO:0055124	obsolete_premature_neural_plate_formation
GO:0008487	obsolete_prenyl_dependent_caax_protease_activity
GO:0008319	obsolete_prenyl_protein_specific_endopeptidase_activity
GO:0008978	obsolete_prepilin_peptidase_activity
GO:0009367	obsolete_prepilin_peptidase_complex
GO:0008322	obsolete_pro_x_carboxypeptidase_activity
GO:0031368	obsolete_pro_x_metallocarboxypeptidase_activity
GO:1990370	obsolete_process_resulting_in_tolerance_to_aldehyde
GO:1990368	obsolete_process_resulting_in_tolerance_to_hydrolysate
GO:1990372	obsolete_process_resulting_in_tolerance_to_organic_acid
GO:1990371	obsolete_process_resulting_in_tolerance_to_phenol
GO:0030489	obsolete_processing_of_27s_pre_rrna
GO:0017026	obsolete_procollagen_c_endopeptidase_activity
GO:0017074	obsolete_procollagen_n_endopeptidase_activity
GO:0001305	obsolete_progressive_alteration_of_chromatin_involved_in_chronological_cell_aging
GO:0001304	obsolete_progressive_alteration_of_chromatin_involved_in_replicative_cell_aging
GO:0003892	obsolete_proliferating_cell_nuclear_antigen
GO:0015534	obsolete_proline/glycine/betaine:hydrogen/sodium_symporter_activity
GO:0016804	obsolete_prolyl_aminopeptidase_activity
GO:0004287	obsolete_prolyl_oligopeptidase_activity
GO:0010843	obsolete_promoter_binding
GO:0005709	obsolete_prophase_chromosome
GO:0004285	obsolete_proprotein_convertase_1_activity
GO:0016484	obsolete_proprotein_convertase_2_activator_activity
GO:0004286	obsolete_proprotein_convertase_2_activity
GO:0016808	obsolete_proprotein_convertase_activity
GO:0015348	obsolete_prostaglandin/thromboxane_transporter_activity
GO:1990721	obsolete_prostatic_acid_phosphatase_complex
GO:0008981	obsolete_protease_iv_activity
GO:0030400	obsolete_protease_substrate_recruitment_factor_activity
GO:0008538	obsolete_proteasome_activator_activity
GO:0008575	obsolete_proteasome_atpase_activity
GO:0004299	obsolete_proteasome_endopeptidase_activity
GO:0016026	obsolete_proteasome_endopeptidase_core
GO:0016025	obsolete_proteasome_endopeptidase_regulator
GO:0008539	obsolete_proteasome_inhibitor_activity
GO:1990921	obsolete_proteasome_localization_to_nuclear_periphery
GO:0010860	obsolete_proteasome_regulator_activity
GO:0000504	obsolete_proteasome_regulatory_particle_(sensu_bacteria)
GO:0003675	obsolete_protein
GO:0018338	obsolete_protein_amino_acid_cinnamylation
GO:0006494	obsolete_protein_amino_acid_terminal_glycosylation
GO:0006496	obsolete_protein_amino_acid_terminal_n_glycosylation
GO:0040006	obsolete_protein_based_cuticle_attachment_to_epithelium
GO:0007592	obsolete_protein_based_cuticle_development
GO:1902496	obsolete_protein_binding_involved_in_negative_regulation_of_telomere_maintenance_via_telomerase
GO:0017149	obsolete_protein_biosynthetic_process_inhibitor_activity
GO:0003808	obsolete_protein_c_(activated)_activity
GO:0044251	obsolete_protein_catabolic_process_by_pepsin
GO:0018065	obsolete_protein_cofactor_linkage
GO:0006462	obsolete_protein_complex_assembly,_multichaperone_pathway
GO:0070271	obsolete_protein_complex_biogenesis
GO:0006484	obsolete_protein_cysteine_thiol_oxidation
GO:0000211	obsolete_protein_degradation_tagging_activity
GO:1902376	obsolete_protein_denaturation_involved_in_proteasomal_ubiquitin_dependent_protein_catabolic_process
GO:0006466	obsolete_protein_disulfide_isomerase_reaction
GO:0006129	obsolete_protein_disulfide_reduction
GO:0015219	obsolete_protein_dna_complex_transmembrane_transporter_activity
GO:1990870	obsolete_protein_fibril
GO:0042804	obsolete_protein_homooligomerization_activity
GO:0045042	obsolete_protein_import_into_mitochondrial_intermembrane_space,_conservative
GO:0000059	obsolete_protein_import_into_nucleus,_docking
GO:0000061	obsolete_protein_import_into_nucleus,_substrate_release
GO:0000060	obsolete_protein_import_into_nucleus,_translocation
GO:0005079	obsolete_protein_kinase_a_anchoring_activity
GO:1901916	obsolete_protein_kinase_activity_involved_in_regulation_of_protein_localization_to_cell_division_site_involved_in_cytokinesis
GO:1990056	obsolete_protein_kinase_activity_required_for_targeting_substrate_to_proteasomal_ubiquitin_dependent_protein_catabolic_process
GO:0004682	obsolete_protein_kinase_ck2_activity
GO:0008605	obsolete_protein_kinase_ck2_regulator_activity
GO:1903065	obsolete_protein_localization_to_cell_tip_involved_in_positive_regulation_of_establishment_of_cell_polarity_regulating_cell_shape
GO:1902666	obsolete_protein_localization_to_mmi1_nuclear_focus_complex
GO:1990187	obsolete_protein_localization_to_mrna
GO:1990517	obsolete_protein_localization_to_photoreceptor_outer_segment
GO:0036044	obsolete_protein_malonylation
GO:1990807	obsolete_protein_n_acetyltransferase_activity
GO:0042798	obsolete_protein_neddylation_during_nedd8_class_dependent_protein_catabolic_process
GO:1902002	obsolete_protein_phosphorylation_involved_in_cellular_protein_catabolic_process
GO:1990802	obsolete_protein_phosphorylation_involved_in_dna_double_strand_break_processing
GO:1990804	obsolete_protein_phosphorylation_involved_in_double_strand_break_repair_via_nonhomologous_end_joining
GO:1990801	obsolete_protein_phosphorylation_involved_in_mitotic_spindle_assembly
GO:1990803	obsolete_protein_phosphorylation_involved_in_protein_localization_to_spindle_microtubule
GO:1901043	obsolete_protein_polyubiquitination_involved_in_cellular_response_to_misfolded_protein
GO:0018314	obsolete_protein_pyrroloquinoline_quinone_linkage
GO:1990885	obsolete_protein_serine/threonine_kinase_binding
GO:0017028	obsolete_protein_stabilization_activity
GO:0008547	obsolete_protein_synthesizing_gtpase_activity
GO:0016147	obsolete_protein_synthesizing_gtpase_activity,_elongation
GO:0016146	obsolete_protein_synthesizing_gtpase_activity,_initiation
GO:0016148	obsolete_protein_synthesizing_gtpase_activity,_termination
GO:0008638	obsolete_protein_tagging_activity
GO:0043329	obsolete_protein_targeting_to_membrane_involved_in_ubiquitin_dependent_protein_catabolic_process_via_the_multivesicular_body_sorting_pathway
GO:0051074	obsolete_protein_tetramerization_activity
GO:0008565	obsolete_protein_transporter_activity
GO:0005203	obsolete_proteoglycan
GO:0005888	obsolete_proteoglycan_integral_to_plasma_membrane
GO:0001526	obsolete_proteoglycan_sulfate_transfer
GO:0039607	obsolete_proteolysis_by_virus_of_host_translation_initiation_factor
GO:0007471	obsolete_prothoracic_morphogenesis
GO:0070272	obsolete_proton_transporting_atp_synthase_complex_biogenesis
GO:0019038	obsolete_provirus
GO:0030086	obsolete_psii_associated_light_harvesting_complex_ii,_core_complex,_lhciia_subcomplex
GO:0030087	obsolete_psii_associated_light_harvesting_complex_ii,_core_complex,_lhciic_subcomplex
GO:0030088	obsolete_psii_associated_light_harvesting_complex_ii,_core_complex,_lhciid_subcomplex
GO:0008141	obsolete_puparial_glue_(sensu_diptera)
GO:0006162	obsolete_purine/pyrimidine_nucleoside_diphosphate_reduction
GO:0006143	obsolete_purine_metabolic_process
GO:0070035	obsolete_purine_ntp_dependent_helicase_activity
GO:0006153	obsolete_purine_nucleosidase_reaction
GO:0008165	obsolete_pyrethroid_resistance
GO:0016357	obsolete_pyrethroid_susceptibility/resistance
GO:0006291	obsolete_pyrimidine_dimer_repair,_dna_damage_excision
GO:0006292	obsolete_pyrimidine_dimer_repair,_dna_damage_recognition
GO:0006205	obsolete_pyrimidine_metabolic_process
GO:0004219	obsolete_pyroglutamyl_peptidase_i_activity
GO:0016921	obsolete_pyroglutamyl_peptidase_ii_activity
GO:0008985	obsolete_pyruvate_dehydrogenase_(cytochrome)_activity
GO:0033706	obsolete_quinate/shikimate_dehydrogenase_activity
GO:0019804	obsolete_quinolinate_synthetase_complex
GO:0052106	obsolete_quorum_sensing_involved_in_interaction_with_host
GO:0003928	obsolete_rab_small_monomeric_gtpase_activity
GO:0016858	obsolete_racemase_and_epimerase_activity,_acting_on_other_compounds
GO:0021864	obsolete_radial_glial_cell_division_in_forebrain
GO:0022014	obsolete_radial_glial_cell_division_in_subpallium
GO:0005645	obsolete_ran_binding_protein
GO:0003929	obsolete_ran_small_monomeric_gtpase_activity
GO:0006327	obsolete_random_coil_binding
GO:0003695	obsolete_random_coil_dna_binding
GO:0003930	obsolete_ras_small_monomeric_gtpase_activity
GO:0062198	obsolete_rdna_replication_pause_site_heterochromatin
GO:0046615	obsolete_re_entry_into_mitotic_cell_cycle_after_pheromone_arrest_(sensu_saccharomyces)
GO:0016962	obsolete_receptor_associated_protein_activity
GO:0032800	obsolete_receptor_biosynthetic_process
GO:0008075	obsolete_receptor_guanylate_cyclase_activity
GO:0015477	obsolete_receptor_porin_activity
GO:0005076	obsolete_receptor_signaling_protein_serine/threonine_kinase_signaling_protein_activity
GO:0005081	obsolete_receptor_signaling_protein_serine/threonine_phosphatase_signaling_protein_activity
GO:0008268	obsolete_receptor_signaling_protein_tyrosine_kinase_signaling_protein_activity
GO:0005082	obsolete_receptor_signaling_protein_tyrosine_phosphatase_signaling_protein_activity
GO:0015061	obsolete_red_sensitive_opsin
GO:0009491	obsolete_redox_active_disulfide_bond_electron_carrier
GO:0046803	obsolete_reduction_of_virulence
GO:1900416	obsolete_regulation_of_4,6_pyruvylated_galactose_residue_biosynthetic_process_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100034	obsolete_regulation_of_4,6_pyruvylated_galactose_residue_biosynthetic_process_by_transcription_from_rna_polymerase_ii_promoter
GO:1990496	obsolete_regulation_of_actin_filament_organization_involved_in_mitotic_cytokinetic_actomyosin_contractile_ring_assembly
GO:0003792	obsolete_regulation_of_actin_thin_filament_length_activity
GO:1901204	obsolete_regulation_of_adrenergic_receptor_signaling_pathway_involved_in_heart_process
GO:1903245	obsolete_regulation_of_adrenergic_receptor_signaling_pathway_involved_in_positive_regulation_of_heart_rate
GO:0045767	obsolete_regulation_of_anti_apoptosis
GO:0003377	obsolete_regulation_of_apoptosis_by_sphingosine_1_phosphate_signaling_pathway
GO:1903289	obsolete_regulation_of_atp_catabolic_process
GO:1905195	obsolete_regulation_of_atpase_activity,_uncoupled
GO:1902878	obsolete_regulation_of_bmp_signaling_pathway_involved_in_spinal_cord_association_neuron_specification
GO:0006889	obsolete_regulation_of_calcium_in_er
GO:0032234	obsolete_regulation_of_calcium_ion_transport_via_store_operated_calcium_channel_activity
GO:0051925	obsolete_regulation_of_calcium_ion_transport_via_voltage_gated_calcium_channel_activity
GO:0075177	obsolete_regulation_of_calcium_or_calmodulin_mediated_signal_transduction_in_response_to_host
GO:0030817	obsolete_regulation_of_camp_biosynthetic_process
GO:0030820	obsolete_regulation_of_camp_catabolic_process
GO:1900391	obsolete_regulation_of_camp_mediated_signaling_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100019	obsolete_regulation_of_camp_mediated_signaling_by_transcription_from_rna_polymerase_ii_promoter
GO:0075174	obsolete_regulation_of_camp_mediated_signaling_in_response_to_host
GO:0030814	obsolete_regulation_of_camp_metabolic_process
GO:0098679	obsolete_regulation_of_carbohydrate_catabolic_process_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:1900402	obsolete_regulation_of_carbohydrate_metabolic_process_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100024	obsolete_regulation_of_carbohydrate_metabolic_process_by_transcription_from_rna_polymerase_ii_promoter
GO:0010504	obsolete_regulation_of_cell_cycle_arrest_in_response_to_nitrogen_starvation
GO:0001559	obsolete_regulation_of_cell_growth_by_detection_of_nuclear:cytoplasmic_ratio
GO:1900405	obsolete_regulation_of_cell_separation_after_cytokinesis_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100027	obsolete_regulation_of_cell_separation_after_cytokinesis_by_transcription_from_rna_polymerase_ii_promoter
GO:0000903	obsolete_regulation_of_cell_shape_during_vegetative_growth_phase
GO:1900529	obsolete_regulation_of_cell_shape_involved_in_cellular_response_to_glucose_starvation
GO:1900531	obsolete_regulation_of_cell_shape_involved_in_cellular_response_to_heat
GO:1900530	obsolete_regulation_of_cell_shape_involved_in_cellular_response_to_salt_stress
GO:1900528	obsolete_regulation_of_cell_shape_involved_in_g1_to_g0_transition
GO:0072365	obsolete_regulation_of_cellular_ketone_metabolic_process_by_negative_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0072366	obsolete_regulation_of_cellular_ketone_metabolic_process_by_positive_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0072364	obsolete_regulation_of_cellular_ketone_metabolic_process_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:1900467	obsolete_regulation_of_cellular_potassium_ion_homeostasis
GO:1900427	obsolete_regulation_of_cellular_response_to_oxidative_stress_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100038	obsolete_regulation_of_cellular_response_to_oxidative_stress_by_transcription_from_rna_polymerase_ii_promoter
GO:1905112	obsolete_regulation_of_centromere_clustering_at_the_mitotic_nuclear_envelope
GO:0030826	obsolete_regulation_of_cgmp_biosynthetic_process
GO:0030829	obsolete_regulation_of_cgmp_catabolic_process
GO:0030823	obsolete_regulation_of_cgmp_metabolic_process
GO:1904499	obsolete_regulation_of_chromatin_mediated_maintenance_of_transcription
GO:0030657	obsolete_regulation_of_coenzyme_and_prosthetic_group_metabolic_process
GO:0051196	obsolete_regulation_of_coenzyme_metabolic_process
GO:0051193	obsolete_regulation_of_cofactor_metabolic_process
GO:1900406	obsolete_regulation_of_conjugation_with_cellular_fusion_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100028	obsolete_regulation_of_conjugation_with_cellular_fusion_by_transcription_from_rna_polymerase_ii_promoter
GO:0030802	obsolete_regulation_of_cyclic_nucleotide_biosynthetic_process
GO:0030799	obsolete_regulation_of_cyclic_nucleotide_metabolic_process
GO:0031657	obsolete_regulation_of_cyclin_dependent_protein_serine/threonine_kinase_activity_involved_in_g1/s_transition_of_mitotic_cell_cycle
GO:1900414	obsolete_regulation_of_cytokinesis_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0007011	obsolete_regulation_of_cytoskeleton
GO:1901718	obsolete_regulation_of_dipeptide_transmembrane_transport_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0100063	obsolete_regulation_of_dipeptide_transmembrane_transport_by_transcription_from_rna_polymerase_ii_promoter
GO:0035953	obsolete_regulation_of_dipeptide_transport_by_regulation_of_transcription_from_rna_polymerase_ii_promoter
GO:0003074	obsolete_regulation_of_diuresis
GO:1904083	obsolete_regulation_of_epiboly
GO:1905252	obsolete_regulation_of_epidermal_growth_factor_receptor_signaling_pathway_involved_in_heart_process
